2
Corki#1#Giant Slayer/Last Whisper/Hand of Justice&Lulu#2#&Ornn#2#&Sona#2#Morellonomicon&Sy'fen#1#Hand of Justice/Edge of Night&Sylas#2#Sunfire Cape&Tristana#2#&
AFK/Bruiser Heart/Phony Frontline<game>2
Anivia#3#Statikk Shiv/Archangel's Staff/Jeweled Gauntlet&Hecarim#2#&Lee Sin#2#Recurve Bow&Nunu#3#Zz'Rot Portal/Chalice of Power/Warmog's Armor&Ornn#2#Sunfire Cape&Sejuani#2#&Volibear#3#Bloodthirster/Guinsoo's Rageblade/Quicksilver&
True Twos/Last Stand/Component Grab Bag<game>4
Aurelion Sol#1#Spear of Shojin/Rabadon's Deathcap/Archangel's Staff&Bard#1#Zeke's Herald/Quicksilver/Thief's Gloves&Heimerdinger#2#Zz'Rot Portal/Sunfire Cape&Illaoi#3#Archangel's Staff/Blue Buff/Thief's Gloves&Lulu#2#B.F. Sword&Nami#2#Giant Slayer/Banshee¡¯s Claw&Sylas#2#Ionic Spark/Gargoyle Stoneplate/Warmog's Armor&
Cybernetic Uplink III/Band of Thieves I/Component Grab Bag<game>2
Aurelion Sol#2#Hextech Gunblade/Spear of Shojin/Hand of Justice&Heimerdinger#2#&Illaoi#3#Ionic Spark/Warmog's Armor/Tactician's Crown&Lulu#2#B.F. Sword/Statikk Shiv&Nami#3#Statikk Shiv/Rabadon's Deathcap/Thief's Gloves&Sylas#2#Zz'Rot Portal/Redemption/Sunfire Cape&Vladimir#2#&Zoe#2#Hextech Gunblade/Infinity Edge/Morellonomicon&
March of Progress/Exiles II/Jeweled Lotus<game>6
Ornn#2#&Pyke#1#Archangel's Staff/Hand of Justice/Warmog's Armor&Qiyana#2#Recurve Bow/Runaan's Hurricane&Soraka#1#&Sy'fen#2#Bloodthirster/Guinsoo's Rageblade/Quicksilver&Sylas#2#Zeke's Herald/Guardian Emblem&Thresh#2#&
Salvage Bin/Celestial Blessing I/Stand United II<game>3
Braum#2#Gargoyle Stoneplate&Diana#2#Ionic Spark/Morellonomicon&Hecarim#1#Zephyr&Lillia#2#Ionic Spark/Redemption/Sunfire Cape&Olaf#2#Bloodthirster/Runaan's Hurricane/Cavalier Emblem&Sejuani#2#&Shen#2#&Talon#2#Giant Slayer/Rapid Firecannon/Thief's Gloves&
Urf's Grab Bag I/Cavalier Heart/Devastating Charge<game>7
Braum#2#Zz'Rot Portal&Diana#2#Ionic Spark/Frozen Heart/Warmog's Armor&Lillia#2#Guild Emblem&Olaf#2#Chalice of Power&Shen#2#&
Sunfire Board/Double Trouble III/Ancient Archives I<game>3
Bard#1#&Daeja#1#Statikk Shiv/Quicksilver/Zhonya's Paradox&Hecarim#2#Zz'Rot Portal/Mirage Emblem&Leona#1#&Nunu#2#Sunfire Cape/Dragon's Claw&Soraka#1#&Yasuo#2#Bloodthirster/Infinity Edge/Titan¡¯s Resolve&Yone#2#Zeke's Herald&
Mirage Crest/First Aid Kit II/Portable Forge<game>2
Diana#3#Jeweled Gauntlet/Sunfire Cape&Olaf#3#Infinity Edge/Runaan's Hurricane/Assassin Emblem&Ornn#2#Morellonomicon/Gargoyle Stoneplate&Pyke#1#Jeweled Gauntlet&Qiyana#2#&Shen#2#&Sylas#2#Assassin Emblem&Talon#2#Giant Slayer/Bloodthirster/Infinity Edge&
Assassin Crest/Cutthroat/Exiles III<game>1
Diana#3#Ionic Spark/Frozen Heart/Sunfire Cape&Kayn#2#&Olaf#3#Giant Slayer/Rapid Firecannon/Assassin Emblem&Qiyana#2#Bloodthirster/Hand of Justice/Thief's Gloves&Shen#2#Negatron Cloak&Talon#2#Blue Buff/Frozen Heart/Warrior Emblem&Thresh#1#&Yasuo#2#Bloodthirster/Warmog's Armor/Assassin Emblem&
Tiny Titans/Salvage Bin/Warrior Crest<game>6
Anivia#1#Hextech Gunblade/Archangel's Staff/Hand of Justice&Lulu#2#&Neeko#2#Zeke's Herald&Ornn#2#Sunfire Cape/Rocket-Propelled Fist&Shi Oh Yu#2#&Soraka#2#&Volibear#2#Bloodthirster/Guinsoo's Rageblade/Quicksilver&
Electrocharge II/Thrill of the Hunt I/Portable Forge<game>6
Bard#2#Gargoyle Stoneplate/Warmog's Armor/Thief's Gloves&Corki#2#Deathblade/Infinity Edge/Statikk Shiv&Idas#2#Zz'Rot Portal/Zz'Rot Portal/Mogul's Mail&Lulu#2#&Sona#1#Sparring Gloves&Thresh#1#&Tristana#2#Titan¡¯s Resolve&
Tiny Titans/Thrill of the Hunt I/Sunfire Board<game>4
Bard#1#Mirage Emblem&Braum#2#Giant's Belt&Daeja#2#Giant Slayer/Statikk Shiv/Hand of Justice&Hecarim#2#Sunfire Cape&Nunu#1#Warmog's Armor&Soraka#1#B.F. Sword&Yasuo#1#Rabadon's Deathcap/Blue Buff&
Cybernetic Implants II/Exiles II/Cybernetic Shell III<game>2
Braum#2#&Corki#2#Hextech Gunblade/Bloodthirster/Infinity Edge&Idas#2#Ionic Spark/Sunfire Cape/Warmog's Armor&Lulu#2#Shroud of Stillness/Cannoneer Emblem&Sona#2#Sparring Gloves/Morellonomicon/Gambler's Blade&Soraka#2#&Tristana#2#&
Best Friends I/Stand United I/Stand United II<game>4
Idas#2#Negatron Cloak/Mogul's Mail&Neeko#1#Zeke's Herald/Dragon's Claw&Pyke#2#Chalice of Power/Banshee¡¯s Claw/Thief's Gloves&Shyvana#1#Frozen Heart/Hand of Justice/Edge of Night&Sy'fen#2#Runaan's Hurricane/Redemption/Manazane&
Second Wind II/Portable Forge/Dragon Horde<game>5
Anivia#2#Hextech Gunblade/Statikk Shiv/Dragonmancer Emblem&Gnar#1#&Lee Sin#2#&Neeko#2#Negatron Cloak/Zz'Rot Portal&Ornn#1#&Shi Oh Yu#2#Zeke's Herald/Dragon's Claw&Volibear#2#Bloodthirster/Guinsoo's Rageblade/Jeweled Gauntlet&
Dragonmancer Crest/Gadget Expert/Verdant Veil<game>4
Anivia#2#Spear of Shojin/Runaan's Hurricane/Archangel's Staff&Gnar#2#&Lulu#2#B.F. Sword&Neeko#2#Titan¡¯s Resolve/Dragon's Claw&Shi Oh Yu#2#Bloodthirster/Guinsoo's Rageblade/Edge of Night&Sona#2#&Soraka#1#&
Penitence/Weakspot I/Thrill of the Hunt II<game>4
Aurelion Sol#1#Giant Slayer/Archangel's Staff/Mage Emblem&Heimerdinger#2#&Lulu#2#&Nami#3#Zeke's Herald&Sylas#2#Chain Vest/Ionic Spark/Shroud of Stillness&Yasuo#1#Bloodthirster/Warmog's Armor/Edge of Night&Zoe#1#Spear of Shojin&
Second Wind I/First Aid Kit/Urf's Grab Bag I<game>3
Hecarim#2#Giant's Belt/Frozen Heart/Sunfire Cape&Ornn#1#&Qiyana#2#Hextech Gunblade/Ionic Spark&Sejuani#2#Zephyr&Shen#2#&Talon#1#&Twitch#2#Infinity Edge&Xayah#2#Deathblade/Guinsoo's Rageblade/Hand of Justice&
Electrocharge III/Thrill of the Hunt II/Urf's Grab Bag I<game>2
Braum#2#Dragon's Claw&Daeja#2#Hextech Gunblade/Archangel's Staff/Jeweled Gauntlet&Hecarim#2#Dragon's Claw/Mirage Emblem&Leona#2#&Nunu#3#Titan¡¯s Resolve/Ionic Spark/Sunfire Cape&Sejuani#2#&Soraka#2#&Yasuo#1#Guinsoo's Rageblade/Banshee¡¯s Claw&
Metabolic Accelerator/Mirage Heart/Thrill of the Hunt II<game>3
Bard#1#&Corki#2#Giant Slayer/Guinsoo's Rageblade/Statikk Shiv&Lulu#2#Needlessly Large Rod/Frozen Heart&Sona#2#&Sy'fen#2#Hand of Justice/Sunfire Cape/Dragon's Claw&Sylas#1#Zz'Rot Portal&Tristana#2#Shroud of Stillness&
Gadget Expert/Exiles III/Revel Heart<game>1
Diana#3#Zeke's Herald/Ionic Spark/Hand of Justice&Olaf#3#Infinity Edge/Runaan's Hurricane/Assassin Emblem&Ornn#2#Rabadon's Deathcap/Gargoyle Stoneplate&Pyke#1#&Qiyana#2#Sparring Gloves&Shen#2#&Sylas#2#Assassin Emblem&Talon#2#Giant Slayer/Zeke's Herald/Rapid Firecannon&
Weakspot I/Electrocharge I/Assassin Crown<game>2
Ornn#2#Bloodthirster/Rapid Firecannon/Thief's Gloves&Pyke#2#Titan¡¯s Resolve/Bramble Vest/Thief's Gloves&Qiyana#2#Zeke's Herald/Zeke's Herald&Shen#2#Zephyr/Edge of Night/Thief's Gloves&Sy'fen#2#Bloodthirster/Infinity Edge/Guinsoo's Rageblade&Sylas#2#Deathblade/Zeke's Herald/Thief's Gloves&Talon#2#Bloodthirster&Yasuo#1#Infinity Edge/Blue Buff/Hand of Justice&
Ascension/Sunfire Board/Band of Thieves II<game>1
Ao Shin#2#Spear of Shojin/Archangel's Staff/Jeweled Gauntlet&Bard#1#&Heimerdinger#2#&Lulu#2#&Nami#2#&Ornn#2#Giant Slayer/Rapid Firecannon/Thief's Gloves&Sylas#2#Ionic Spark/Bramble Vest/Tactician's Crown&Yasuo#2#Infinity Edge/Sunfire Cape/Mage Emblem&Zoe#1#Guinsoo's Rageblade/Edge of Night&
Best Friends I/Featherweights II/Urf's Grab Bag II<game>3
Heimerdinger#2#&Illaoi#3#Gargoyle Stoneplate/Dragon's Claw&Lulu#2#&Nami#3#Runaan's Hurricane/Rabadon's Deathcap/Jeweled Gauntlet&Ryze#3#&Sona#2#Jeweled Gauntlet/Hand of Justice/Mage Emblem&Sylas#3#Bramble Vest/Gargoyle Stoneplate/Sunfire Cape&
Luden's Echo II/Meditation III/Pandora's Bench<game>3
Anivia#3#Spear of Shojin/Guinsoo's Rageblade/Archangel's Staff&Gnar#2#&Lulu#2#Jade Emblem&Neeko#2#Titan¡¯s Resolve/Sunfire Cape&Pyke#1#Deathblade/Hand of Justice/Dragon's Claw&Shi Oh Yu#2#Deathblade/Infinity Edge/Assassin Emblem&Soraka#2#&
Jade Crest/Thrill of the Hunt I/Jade Heart<game>5
Ao Shin#1#Spear of Shojin/Archangel's Staff/Jeweled Gauntlet&Heimerdinger#2#&Lulu#2#Zeke's Herald/Banshee¡¯s Claw&Ornn#2#&Sylas#2#Sunfire Cape&Yasuo#1#Giant Slayer/Infinity Edge/Hand of Justice&Zoe#1#Statikk Shiv&
Item Grab Bag I/Best Friends I/Stand United II<game>1
Bard#1#&Daeja#2#Infinity Edge/Statikk Shiv/Archangel's Staff&Hecarim#2#Hextech Gunblade/Hand of Justice/Thief's Gloves&Lulu#1#&Nunu#2#Bloodthirster/Ionic Spark&Sejuani#2#Locket of the Iron Solari/Locket of the Iron Solari&Yasuo#1#Bloodthirster/Edge of Night/Cavalier Emblem&Yone#2#&
Better Together/Jeweled Lotus/Gadget Expert<game>5
Corki#2#Infinity Edge/Guinsoo's Rageblade/Statikk Shiv&Lulu#2#Spear of Shojin&Sona#1#&Soraka#1#&Sy'fen#2#Gargoyle Stoneplate/Shroud of Stillness/Cannoneer Emblem&Sylas#2#Frozen Heart/Sunfire Cape&Tristana#2#Zeke's Herald/Banshee¡¯s Claw&
Cannoneer Crest/Cannoneer Heart/Component Grab Bag<game>6
Idas#2#Redemption/Gargoyle Stoneplate/Shroud of Stillness&Sett#2#Zeke's Herald/Shimmerscale Emblem&Swain#2#Statikk Shiv&Thresh#2#&Xayah#1#Guinsoo's Rageblade/Quicksilver/Draven's Axe&Yasuo#2#Hextech Gunblade/Sunfire Cape/Diamond Hands&Zoe#1#&
Gadget Expert/Ancient Archives I/Sunfire Board<game>1
Aatrox#2#Zeke's Herald/Zeke's Herald/Zeke's Herald&Idas#2#Sunfire Cape/Needlessly Big Gem&Kayn#2#Frozen Heart/Sunfire Cape&Swain#3#Guinsoo's Rageblade/Hand of Justice/Goldmancer's Staff&Volibear#2#Morellonomicon/Jeweled Gauntlet&Xayah#2#Guinsoo's Rageblade/Shimmerscale Emblem/Draven's Axe&Yasuo#2#Blue Buff/Hand of Justice/Shimmerscale Emblem&Zoe#2#Diamond Hands/Crown of Champions&
Second Wind II/Shimmerscale Crest/Phony Frontline<game>4
Ao Shin#1#Hextech Gunblade/Spear of Shojin/Jeweled Gauntlet&Bard#1#&Gnar#2#&Neeko#2#B.F. Sword/Redemption/Gargoyle Stoneplate&Ornn#2#Tactician's Crown&Shen#2#&Taric#3#Giant Slayer/Runaan's Hurricane/Thief's Gloves&Yasuo#1#&
Think Fast/Second Wind I/Pandora's Bench<game>1
Bard#2#Statikk Shiv&Ornn#2#Locket of the Iron Solari/Gargoyle Stoneplate/Thief's Gloves&Pyke#2#Hextech Gunblade/Spear of Shojin/Jeweled Gauntlet&Qiyana#1#&Shen#2#&Sy'fen#2#Bloodthirster/Guinsoo's Rageblade/Quicksilver&Sylas#2#Zeke's Herald/Ionic Spark/Sunfire Cape&Thresh#2#&
Best Friends II/Second Wind II/Component Grab Bag<game>8
Gnar#1#&Lee Sin#1#&Neeko#1#Negatron Cloak&Ornn#2#Morellonomicon/Sunfire Cape&Shi Oh Yu#2#Bloodthirster/Infinity Edge/Guinsoo's Rageblade&Soraka#1#Giant's Belt&Yasuo#1#Infinity Edge&
Celestial Blessing II/Second Wind I/Pandora's Bench<game>3
Bard#1#Zeke's Herald&Hecarim#2#Negatron Cloak/Blue Buff&Ornn#2#&Qiyana#2#Frozen Heart&Sejuani#2#&Shen#2#&Talon#2#Last Whisper/Sunfire Cape/Edge of Night&Twitch#2#Guinsoo's Rageblade/Statikk Shiv&Xayah#2#Giant Slayer/Infinity Edge/Guinsoo's Rageblade&
True Twos/Gadget Expert/Stand United II<game>3
Corki#2#Guinsoo's Rageblade/Statikk Shiv/Hand of Justice&Idas#2#Zz'Rot Portal/Gargoyle Stoneplate/Mogul's Mail&Lulu#2#&Sona#2#Rabadon's Deathcap/Warmog's Armor&Thresh#2#&Tristana#2#&Yasuo#2#Infinity Edge/Ionic Spark/Quicksilver&
Makeshift Armor II/Celestial Blessing III/Sunfire Board<game>3
Braum#2#&Diana#2#Locket of the Iron Solari/Ionic Spark/Frozen Heart&Olaf#3#Runaan's Hurricane/Hand of Justice/Quicksilver&Pyke#1#Edge of Night&Shen#2#Guardian Emblem&Talon#2#Infinity Edge/Edge of Night/Scalescorn Emblem&Thresh#1#&
TriForce I/Ancient Archives I/Better Together<game>1
Aatrox#2#Zz'Rot Portal/Draven's Axe/Gambler's Blade&Idas#2#Gargoyle Stoneplate/Warmog's Armor&Kayn#2#Sunfire Cape/Edge of Night/Crown of Champions&Soraka#2#Giant's Belt/Needlessly Big Gem&Swain#2#Hextech Gunblade/Edge of Night/Shimmerscale Emblem&Volibear#2#Zz'Rot Portal/Bramble Vest&Xayah#3#Guinsoo's Rageblade/Runaan's Hurricane/Quicksilver&Zoe#2#Hextech Gunblade/Rabadon's Deathcap/Diamond Hands&
Shimmerscale Heart/Component Grab Bag/Cybernetic Implants II<game>6
Lee Sin#2#Chalice of Power&Neeko#1#Dragon's Claw/Dragonmancer Emblem&Ornn#2#&Sett#1#&Shen#2#Zz'Rot Portal&Swain#2#Guinsoo's Rageblade/Statikk Shiv/Quicksilver&Volibear#3#B.F. Sword/Bloodthirster/Thief's Gloves&Yasuo#1#Recurve Bow/Frozen Heart&
Gadget Expert/Second Wind I/Dragonmancer Crest<game>4
Elise#2#Bloodthirster/Guinsoo's Rageblade/Death's Defiance&Neeko#1#Sunfire Cape/Quicksilver&Pyke#1#Infinity Edge/Banshee¡¯s Claw/Edge of Night&Sy'fen#2#Giant Slayer/Bloodthirster/Infinity Edge&Sylas#2#&Taric#2#&Thresh#2#&
Portable Forge/Whispers Heart/Beast's Den<game>6
