,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,TFT6_Augment_PortableForge,TFT6_Augment_Distancing,TFT6_Augment_SunfireBoard,3,"['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Braum', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 3, 'TFT_Item_InfinityEdge', 'TFT7_Item_AssassinEmblemItem', 'TFT_Item_RunaansHurricane']","['TFT7_Diana', 3, 'TFT4_Item_OrnnZhonyasParadox', 'TFT_Item_FrozenHeart', 'TFT_Item_IonicSpark']","['TFT7_Yasuo', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_SeraphsEmbrace', 'TFT_Item_Quicksilver']","['TFT7_Bard', 1, 'TFT_Item_SpearOfShojin', 'noItems', 'noItems']",,,
1,TFT7_Augment_AFK,TFT7_Augment_BandOfThieves1,TFT6_Augment_SunfireBoard,3,"['TFT7_Nami', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_Zephyr', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Ornn', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_RunaansHurricane', 'TFT_Item_MadredsBloodrazor']","['TFT7_Zoe', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_Chalice', 'TFT_Item_RabadonsDeathcap']","['TFT7_Bard', 2, 'TFT_Item_SparringGloves', 'noItems', 'noItems']","['TFT7_AurelionSol', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_ArchangelsStaff', 'TFT_Item_SpearOfShojin']",,,,
2,TFT6_Augment_TinyTitans,TFT6_Augment_Electrocharge1,TFT6_Augment_CyberneticUplink2,1,"['TFT7_Leona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff']","['TFT7_Hecarim', 2, 'TFT_Item_Redemption', 'TFT7_Item_MirageEmblemItem', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_ArchangelsStaff']","['TFT7_Yasuo', 1, 'TFT_Item_RapidFireCannon', 'TFT_Item_Redemption', 'TFT_Item_HextechGunblade']","['TFT7_Soraka', 2, 'noItems', 'noItems', 'noItems']",,,
3,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_DragonHorde,TFT7_Augment_RevelPartyFavors,5,"['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGreen', 2, 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_StatikkShiv', 'TFT_Item_Quicksilver']","['TFT7_DragonGold', 1, 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_WarmogsArmor', 'TFT_Item_Redemption']","['TFT7_Yasuo', 1, 'TFT_Item_UnstableConcoction', 'noItems', 'noItems']",,,,,,
4,TFT6_Augment_SecondWind2,TFT6_Augment_Ascension,TFT6_Augment_PortableForge,7,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 2, 'TFT_Item_TitansResolve', 'TFT_Item_RedBuff', 'TFT4_Item_OrnnDeathsDefiance']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'noItems', 'noItems']","['TFT7_Sona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'noItems', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
5,TFT7_Augment_Bloodlust1,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_ComponentGrabBag,3,"['TFT7_Nidalee', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Deathblade', 'TFT_Item_Quicksilver']","['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_StatikkShiv', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Shyvana', 2, 'TFT_Item_HextechGunblade', 'noItems', 'noItems']","['TFT7_Soraka', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']",,,
6,TFT7_Augment_MageTrait,TFT6_Augment_BlueBattery2,TFT6_Augment_ThrillOfTheHunt2,5,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'TFT_Item_Shroud', 'TFT_Item_HextechGunblade', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin', 'TFT_Item_InfinityEdge']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
7,TFT7_Augment_BandOfThieves1,TFT6_Augment_RichGetRicherPlus,TFT6_Augment_ForceOfNature,3,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_Chalice', 'TFT_Item_ZekesHerald', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_ArchangelsStaff', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest']","['TFT7_DragonGreen', 2, 'TFT_Item_Bloodthirster', 'TFT7_Item_LegendEmblemItem', 'TFT_Item_TitansResolve']","['TFT7_Yasuo', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_Chalice', 'TFT_Item_GargoyleStoneplate']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Soraka', 1, 'TFT_Item_Zephyr', 'noItems', 'noItems']",,
8,TFT6_Augment_Weakspot,TFT7_Augment_BandOfThieves1,TFT7_Augment_ThinkFast,1,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Talon', 2, 'TFT_Item_ThiefsGloves', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_GuardianAngel']","['TFT7_Yasuo', 2, 'TFT_Item_Quicksilver', 'TFT7_Item_CavalierEmblemItem', 'noItems']","['TFT7_Shyvana', 2, 'TFT_Item_IonicSpark', 'TFT_Item_TitansResolve', 'TFT_Item_WarmogsArmor']",,,
9,TFT7_Augment_EvokerTrait,TFT6_Augment_TinyTitans,TFT6_Augment_ThrillOfTheHunt2,2,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_Chalice', 'noItems', 'noItems']","['TFT7_Sylas', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_PowerGauntlet', 'TFT_Item_LastWhisper']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Zoe', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_GuardianAngel', 'TFT_Item_SpearOfShojin']","['TFT7_AoShin', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_SpearOfShojin']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
